20110524070000,81.941,81.969,81.934,81.964
20110524070100,81.964,81.973,81.961,81.961
20110524070200,81.961,81.963,81.961,81.962
20110524070300,81.962,81.963,81.961,81.961
20110524070400,81.961,81.967,81.961,81.964
20110524070500,81.964,81.968,81.961,81.961
20110524070600,81.961,81.961,81.959,81.959
20110524070700,81.959,81.960,81.959,81.959
20110524070800,81.959,81.959,81.953,81.953
20110524070900,81.953,81.953,81.951,81.951
20110524071000,81.951,81.953,81.951,81.952
20110524071100,81.952,81.954,81.947,81.951
20110524071200,81.951,81.951,81.951,81.951
20110524071300,81.951,81.979,81.951,81.977
20110524071400,81.977,81.979,81.970,81.977
20110524071500,81.977,81.983,81.973,81.982
20110524071600,81.982,82.014,81.982,82.006
20110524071700,82.006,82.007,82.004,82.007
20110524071800,82.007,82.007,82.007,82.007
20110524071900,82.007,82.013,82.007,82.009
20110524072000,82.009,82.021,82.009,82.021
20110524072100,82.021,82.030,82.021,82.027
20110524072200,82.027,82.034,82.024,82.033
20110524072300,82.033,82.053,82.025,82.049
20110524072400,82.048,82.065,82.047,82.062
20110524072500,82.065,82.080,82.058,82.058
20110524072600,82.058,82.063,82.057,82.061
20110524072700,82.061,82.069,82.061,82.062
20110524072800,82.062,82.077,82.060,82.067
20110524072900,82.067,82.068,82.051,82.056
20110524073000,82.057,82.057,82.042,82.042
20110524073100,82.042,82.045,82.034,82.034
20110524073200,82.034,82.034,82.022,82.023
20110524073300,82.023,82.028,82.023,82.027
20110524073400,82.027,82.027,82.021,82.021
20110524073500,82.021,82.021,82.004,82.009
20110524073600,82.009,82.009,82.007,82.007
20110524073700,82.007,82.008,81.988,81.990
20110524073800,81.990,81.990,81.977,81.985
20110524073900,81.985,81.987,81.985,81.987
20110524074000,81.985,81.992,81.983,81.992
20110524074100,81.992,81.996,81.991,81.994
20110524074200,81.994,81.994,81.990,81.990
20110524074300,81.990,81.990,81.984,81.984
20110524074400,81.984,81.992,81.984,81.992
20110524074500,81.992,81.993,81.974,81.987
20110524074600,81.986,81.987,81.968,81.970
20110524074700,81.971,81.984,81.969,81.983
20110524074800,81.983,81.983,81.964,81.972
20110524074900,81.972,81.972,81.967,81.967
20110524075000,81.967,81.967,81.965,81.966
20110524075100,81.966,81.966,81.954,81.956
20110524075200,81.956,81.972,81.956,81.972
20110524075300,81.972,81.981,81.970,81.981
20110524075400,81.981,81.988,81.979,81.981
20110524075500,81.977,81.997,81.963,81.986
20110524075600,81.986,81.986,81.972,81.972
20110524075700,81.972,81.972,81.969,81.969
20110524075800,81.969,81.973,81.968,81.973
20110524075900,81.973,81.973,81.968,81.969
